id,shelf,shelf_name,division,book,book_name,section,page,path,formula,tabulated,num_n,num_k,wl_n_min,wl_n_max,wl_k_min,wl_k_max,wl_min,wl_max
0,main,MAIN - simple inorganic materials,Ag - Silver,Ag,Ag (Silver),"Experimental data: bulk, thick film",Johnson,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/Ag/Johnson.yml,0,nk,49,49,0.1879,1.937,0.1879,1.937,0.1879,1.937
1,main,MAIN - simple inorganic materials,Ag - Silver,Ag,Ag (Silver),"Experimental data: bulk, thick film",Choi,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/Ag/Choi.yml,0,nk,84,84,1.231,6.988,1.231,6.988,1.231,6.988
2,main,MAIN - simple inorganic materials,Ag - Silver,Ag,Ag (Silver),"Experimental data: bulk, thick film",Jiang,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/Ag/Jiang.yml,0,nk,1701,1701,0.3,2.0,0.3,2.0,0.3,2.0
3,main,MAIN - simple inorganic materials,Ag - Silver,Ag,Ag (Silver),"Experimental data: bulk, thick film",Yang,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/Ag/Yang.yml,0,nk,519,519,0.27,24.92,0.27,24.92,0.27,24.92
4,main,MAIN - simple inorganic materials,Ag - Silver,Ag,Ag (Silver),"Experimental data: bulk, thick film",McPeak,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/Ag/McPeak.yml,0,nk,141,141,0.3,1.7,0.3,1.7,0.3,1.7
5,main,MAIN - simple inorganic materials,Ag - Silver,Ag,Ag (Silver),"Experimental data: bulk, thick film",Babar,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/Ag/Babar.yml,0,nk,69,69,0.2066,12.4,0.2066,12.4,0.2066,12.4
6,main,MAIN - simple inorganic materials,Ag - Silver,Ag,Ag (Silver),"Experimental data: bulk, thick film",Wu,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/Ag/Wu.yml,0,nk,450,450,0.287493,0.999308,0.287493,0.999308,0.287493,0.999308
7,main,MAIN - simple inorganic materials,Ag - Silver,Ag,Ag (Silver),"Experimental data: bulk, thick film",Werner,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/Ag/Werner.yml,0,nk,150,150,0.017586,2.479684,0.017586,2.479684,0.017586,2.479684
8,main,MAIN - simple inorganic materials,Ag - Silver,Ag,Ag (Silver),"Experimental data: bulk, thick film",Stahrenberg,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/Ag/Stahrenberg.yml,0,nk,361,361,0.12782,0.49594,0.12782,0.49594,0.12782,0.49594
9,main,MAIN - simple inorganic materials,Ag - Silver,Ag,Ag (Silver),"Experimental data: bulk, thick film",Windt,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/Ag/Windt.yml,0,nk,36,36,0.00236,0.12157,0.00236,0.12157,0.00236,0.12157
10,main,MAIN - simple inorganic materials,Ag - Silver,Ag,Ag (Silver),"Experimental data: bulk, thick film",Hagemann,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/Ag/Hagemann.yml,0,nk,148,148,2.48e-06,248.0,2.48e-06,248.0,2.48e-06,248.0
11,main,MAIN - simple inorganic materials,Ag - Silver,Ag,Ag (Silver),Experimental data: thin film,Ciesielski,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/Ag/Ciesielski.yml,0,nk,333,333,0.19077,20.912,0.19077,20.912,0.19077,20.912
12,main,MAIN - simple inorganic materials,Ag - Silver,Ag,Ag (Silver),Experimental data: thin film,Ciesielski-Ge,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/Ag/Ciesielski-Ge.yml,0,nk,333,333,0.19077,20.912,0.19077,20.912,0.19077,20.912
13,main,MAIN - simple inorganic materials,Ag - Silver,Ag,Ag (Silver),Experimental data: thin film,Ciesielski-Ni,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/Ag/Ciesielski-Ni.yml,0,nk,332,332,0.19077,15.811,0.19077,15.811,0.19077,15.811
14,main,MAIN - simple inorganic materials,Ag - Silver,Ag,Ag (Silver),Models and simulations,Rakic-BB,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/Ag/Rakic-BB.yml,0,nk,200,200,0.24797,12.398,0.24797,12.398,0.24797,12.398
15,main,MAIN - simple inorganic materials,Ag - Silver,Ag,Ag (Silver),Models and simulations,Rakic-LD,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/Ag/Rakic-LD.yml,0,nk,200,200,0.24797,12.398,0.24797,12.398,0.24797,12.398
16,main,MAIN - simple inorganic materials,Ag - Silver,Ag,Ag (Silver),Models and simulations,Werner-DFT,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/Ag/Werner-DFT.yml,0,nk,150,150,0.017586,2.479684,0.017586,2.479684,0.017586,2.479684
17,main,MAIN - simple inorganic materials,Al - Aluminium and aluminates,Al,Al (Aluminium),Experimental data,Rakic,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/Al/Rakic.yml,0,nk,206,206,0.00012399,200.0,0.00012399,200.0,0.00012399,200.0
18,main,MAIN - simple inorganic materials,Al - Aluminium and aluminates,Al,Al (Aluminium),Experimental data,Cheng,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/Al/Cheng.yml,0,nk,427,427,0.22543,0.99987,0.22543,0.99987,0.22543,0.99987
19,main,MAIN - simple inorganic materials,Al - Aluminium and aluminates,Al,Al (Aluminium),Experimental data,McPeak,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/Al/McPeak.yml,0,nk,297,297,0.15,1.7,0.15,1.7,0.15,1.7
20,main,MAIN - simple inorganic materials,Al - Aluminium and aluminates,Al,Al (Aluminium),Experimental data,Larruquert,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/Al/Larruquert.yml,0,nk,13,13,0.077,0.1135,0.077,0.1135,0.077,0.1135
21,main,MAIN - simple inorganic materials,Al - Aluminium and aluminates,Al,Al (Aluminium),Experimental data,Ordal,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/Al/Ordal.yml,0,nk,51,51,0.667,200.0,0.667,200.0,0.667,200.0
22,main,MAIN - simple inorganic materials,Al - Aluminium and aluminates,Al,Al (Aluminium),Experimental data,Hagemann,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/Al/Hagemann.yml,0,nk,148,148,1.033e-05,1240.0,1.033e-05,1240.0,1.033e-05,1240.0
23,main,MAIN - simple inorganic materials,Al - Aluminium and aluminates,Al,Al (Aluminium),Experimental data,Mathewson,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/Al/Mathewson.yml,0,nk,37,37,0.49594,1.7712,0.49594,1.7712,0.49594,1.7712
24,main,MAIN - simple inorganic materials,Al - Aluminium and aluminates,Al,Al (Aluminium),Models and simulations,Rakic-BB,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/Al/Rakic-BB.yml,0,nk,200,200,0.061992,247.97,0.061992,247.97,0.061992,247.97
25,main,MAIN - simple inorganic materials,Al - Aluminium and aluminates,Al,Al (Aluminium),Models and simulations,Rakic-LD,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/Al/Rakic-LD.yml,0,nk,1000,1000,0.061992,247.97,0.061992,247.97,0.061992,247.97
26,main,MAIN - simple inorganic materials,Al - Aluminium and aluminates,Lu3Al5O12,"Lu<sub>3</sub>Al<sub>5</sub>O<sub>12</sub> (Lutetium aluminium garnet, LuAG)",,Hrabovsky,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/Lu3Al5O12/Hrabovsky.yml,4,f,0,0,0.193,1.69,0.193,1.69,0.193,1.69
27,main,MAIN - simple inorganic materials,Al - Aluminium and aluminates,MgAl2O4,"MgAl<sub>2</sub>O<sub>4</sub> (Magnesium aluminate, spinel)",,Tropf,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/MgAl2O4/Tropf.yml,1,f,0,0,0.35,5.5,0.35,5.5,0.35,5.5
28,main,MAIN - simple inorganic materials,Al - Aluminium and aluminates,Y3Al5O12,"Y<sub>3</sub>Al<sub>5</sub>O<sub>12</sub> (Yttrium aluminium garnet, YAG)",,Zelmon,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/Y3Al5O12/Zelmon.yml,2,f,0,0,0.4,5.0,0.4,5.0,0.4,5.0
29,main,MAIN - simple inorganic materials,Al - Aluminium and aluminates,Y3Al5O12,"Y<sub>3</sub>Al<sub>5</sub>O<sub>12</sub> (Yttrium aluminium garnet, YAG)",,Hrabovsky,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/Y3Al5O12/Hrabovsky.yml,4,f,0,0,0.193,1.69,0.193,1.69,0.193,1.69
30,main,MAIN - simple inorganic materials,Ar - Argon,Ar,Ar (Argon),Gas,Bideau-Mehu,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/Ar/Bideau-Mehu.yml,6,f,0,0,0.1404,0.5677,0.1404,0.5677,0.1404,0.5677
31,main,MAIN - simple inorganic materials,Ar - Argon,Ar,Ar (Argon),Gas,Borzsonyi,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/Ar/Borzsonyi.yml,2,f,0,0,0.4,1.0,0.4,1.0,0.4,1.0
32,main,MAIN - simple inorganic materials,Ar - Argon,Ar,Ar (Argon),Gas,Peck-0C,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/Ar/Peck-0C.yml,6,f,0,0,0.4679,2.0587,0.4679,2.0587,0.4679,2.0587
33,main,MAIN - simple inorganic materials,Ar - Argon,Ar,Ar (Argon),Gas,Peck-15C,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/Ar/Peck-15C.yml,6,f,0,0,0.4679,2.0587,0.4679,2.0587,0.4679,2.0587
34,main,MAIN - simple inorganic materials,Ar - Argon,Ar,Ar (Argon),Gas,Larsen,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/Ar/Larsen.yml,0,n,17,0,0.230283,0.56774,0.230283,0.56774,0.230283,0.56774
35,main,MAIN - simple inorganic materials,Ar - Argon,Ar,Ar (Argon),Gas,Cuthbertson,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/Ar/Cuthbertson.yml,6,f,0,0,0.48,0.6708,0.48,0.6708,0.48,0.6708
36,main,MAIN - simple inorganic materials,Ar - Argon,Ar,Ar (Argon),Liquid,Sinnock-liquid-90K,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/Ar/Sinnock-liquid-90K.yml,0,n,9,0,0.3612,0.6439,0.3612,0.6439,0.3612,0.6439
37,main,MAIN - simple inorganic materials,Ar - Argon,Ar,Ar (Argon),Liquid,Sinnock-liquid-88K,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/Ar/Sinnock-liquid-88K.yml,0,n,9,0,0.3612,0.6439,0.3612,0.6439,0.3612,0.6439
38,main,MAIN - simple inorganic materials,Ar - Argon,Ar,Ar (Argon),Liquid,Sinnock-liquid-86K,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/Ar/Sinnock-liquid-86K.yml,0,n,9,0,0.3612,0.6439,0.3612,0.6439,0.3612,0.6439
39,main,MAIN - simple inorganic materials,Ar - Argon,Ar,Ar (Argon),Liquid,Sinnock-liquid-83.81K,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/Ar/Sinnock-liquid-83.81K.yml,0,n,9,0,0.3612,0.6439,0.3612,0.6439,0.3612,0.6439
40,main,MAIN - simple inorganic materials,Ar - Argon,Ar,Ar (Argon),Liquid,Grace-liquid-90K,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/Ar/Grace-liquid-90K.yml,1,f,0,0,0.117,0.66,0.117,0.66,0.117,0.66
41,main,MAIN - simple inorganic materials,Ar - Argon,Ar,Ar (Argon),Liquid,Grace-liquid-83.81K,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/Ar/Grace-liquid-83.81K.yml,1,f,0,0,0.117,0.66,0.117,0.66,0.117,0.66
42,main,MAIN - simple inorganic materials,Ar - Argon,Ar,Ar (Argon),Solid,Sinnock-solid-83.81K,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/Ar/Sinnock-solid-83.81K.yml,0,n,9,0,0.3612,0.6439,0.3612,0.6439,0.3612,0.6439
43,main,MAIN - simple inorganic materials,Ar - Argon,Ar,Ar (Argon),Solid,Sinnock-solid-80K,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/Ar/Sinnock-solid-80K.yml,0,n,9,0,0.3612,0.6439,0.3612,0.6439,0.3612,0.6439
44,main,MAIN - simple inorganic materials,Ar - Argon,Ar,Ar (Argon),Solid,Sinnock-solid-70K,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/Ar/Sinnock-solid-70K.yml,0,n,9,0,0.3612,0.6439,0.3612,0.6439,0.3612,0.6439
45,main,MAIN - simple inorganic materials,Ar - Argon,Ar,Ar (Argon),Solid,Sinnock-solid-60K,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/Ar/Sinnock-solid-60K.yml,0,n,9,0,0.3612,0.6439,0.3612,0.6439,0.3612,0.6439
46,main,MAIN - simple inorganic materials,Ar - Argon,Ar,Ar (Argon),Solid,Sinnock-solid-50K,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/Ar/Sinnock-solid-50K.yml,0,n,9,0,0.3612,0.6439,0.3612,0.6439,0.3612,0.6439
47,main,MAIN - simple inorganic materials,Ar - Argon,Ar,Ar (Argon),Solid,Sinnock-solid-40K,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/Ar/Sinnock-solid-40K.yml,0,n,9,0,0.3612,0.6439,0.3612,0.6439,0.3612,0.6439
48,main,MAIN - simple inorganic materials,Ar - Argon,Ar,Ar (Argon),Solid,Sinnock-solid-30K,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/Ar/Sinnock-solid-30K.yml,0,n,9,0,0.3612,0.6439,0.3612,0.6439,0.3612,0.6439
49,main,MAIN - simple inorganic materials,Ar - Argon,Ar,Ar (Argon),Solid,Sinnock-solid-20K,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/Ar/Sinnock-solid-20K.yml,0,n,9,0,0.3612,0.6439,0.3612,0.6439,0.3612,0.6439
50,main,MAIN - simple inorganic materials,Ar - Argon,Ar,Ar (Argon),Solid,Grace-solid-83.81K,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/Ar/Grace-solid-83.81K.yml,1,f,0,0,0.117,0.66,0.117,0.66,0.117,0.66
51,main,MAIN - simple inorganic materials,Ar - Argon,Ar,Ar (Argon),Solid,Grace-solid-20K,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/Ar/Grace-solid-20K.yml,1,f,0,0,0.117,0.66,0.117,0.66,0.117,0.66
52,main,MAIN - simple inorganic materials,As - Arsenides,AlAs,AlAs (Aluminium arsenide),Experimental data,Fern,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/AlAs/Fern.yml,1,f,0,0,0.56,2.2,0.56,2.2,0.56,2.2
53,main,MAIN - simple inorganic materials,As - Arsenides,AlAs,AlAs (Aluminium arsenide),Models and simulations,Rakic,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/AlAs/Rakic.yml,0,nk,200,200,0.2214,2.4797,0.2214,2.4797,0.2214,2.4797
54,main,MAIN - simple inorganic materials,As - Arsenides,GaAs,GaAs (Gallium arsenide),Experimental data,Aspnes,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/GaAs/Aspnes.yml,0,nk,46,46,0.2066,0.8266,0.2066,0.8266,0.2066,0.8266
55,main,MAIN - simple inorganic materials,As - Arsenides,GaAs,GaAs (Gallium arsenide),Experimental data,Papatryfonos,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/GaAs/Papatryfonos.yml,0,nk,206,206,0.26049,1.87868,0.26049,1.87868,0.26049,1.87868
56,main,MAIN - simple inorganic materials,As - Arsenides,GaAs,GaAs (Gallium arsenide),Experimental data,Skauli,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/GaAs/Skauli.yml,1,f,0,0,0.97,17.0,0.97,17.0,0.97,17.0
57,main,MAIN - simple inorganic materials,As - Arsenides,GaAs,GaAs (Gallium arsenide),Experimental data,Jellison,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/GaAs/Jellison.yml,0,nk,187,187,0.234,0.84,0.234,0.84,0.234,0.84
58,main,MAIN - simple inorganic materials,As - Arsenides,GaAs,GaAs (Gallium arsenide),Experimental data,Kachare,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/GaAs/Kachare.yml,1,f,0,0,1.4,11.0,1.4,11.0,1.4,11.0
59,main,MAIN - simple inorganic materials,As - Arsenides,GaAs,GaAs (Gallium arsenide),Models and simulations,Adachi,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/GaAs/Adachi.yml,0,nk,200,200,0.20664,12.398,0.20664,12.398,0.20664,12.398
60,main,MAIN - simple inorganic materials,As - Arsenides,GaAs,GaAs (Gallium arsenide),Models and simulations,Rakic,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/GaAs/Rakic.yml,0,nk,200,200,0.20664,12.398,0.20664,12.398,0.20664,12.398
61,main,MAIN - simple inorganic materials,As - Arsenides,GaAs,GaAs (Gallium arsenide),Models and simulations,Ozaki,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/GaAs/Ozaki.yml,0,nk,500,500,0.2214,1.0332,0.2214,1.0332,0.2214,1.0332
62,main,MAIN - simple inorganic materials,As - Arsenides,InAs,InAs (Indium arsenide),Experimental data,Aspnes,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/InAs/Aspnes.yml,0,nk,46,46,0.2066,0.8266,0.2066,0.8266,0.2066,0.8266
63,main,MAIN - simple inorganic materials,As - Arsenides,InAs,InAs (Indium arsenide),Experimental data,Lorimor,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/InAs/Lorimor.yml,1,f,0,0,3.7,31.3,3.7,31.3,3.7,31.3
64,main,MAIN - simple inorganic materials,As - Arsenides,InAs,InAs (Indium arsenide),Models and simulations,Adachi,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/InAs/Adachi.yml,0,nk,200,200,0.20664,12.398,0.20664,12.398,0.20664,12.398
65,main,MAIN - simple inorganic materials,As - Arsenides,CdGeAs2,CdGeAs<sub>2</sub> (Cadmium germanium arsenide),,Boyd-o,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/CdGeAs2/Boyd-o.yml,2,f,0,0,2.4,11.5,2.4,11.5,2.4,11.5
66,main,MAIN - simple inorganic materials,As - Arsenides,CdGeAs2,CdGeAs<sub>2</sub> (Cadmium germanium arsenide),,Boyd-e,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/CdGeAs2/Boyd-e.yml,2,f,0,0,2.4,11.5,2.4,11.5,2.4,11.5
67,main,MAIN - simple inorganic materials,As - Arsenides,ZnSiAs2,ZnSiAs<sub>2</sub> (Zinc silicon arsenide),,Boyd-o,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/ZnSiAs2/Boyd-o.yml,2,f,0,0,0.7,11.5,0.7,11.5,0.7,11.5
68,main,MAIN - simple inorganic materials,As - Arsenides,ZnSiAs2,ZnSiAs<sub>2</sub> (Zinc silicon arsenide),,Boyd-e,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/ZnSiAs2/Boyd-e.yml,2,f,0,0,0.7,11.5,0.7,11.5,0.7,11.5
69,main,MAIN - simple inorganic materials,Au - Gold,Au,Au (Gold),"Experimental data: bulk, thick film",Johnson,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/Au/Johnson.yml,0,nk,49,49,0.1879,1.937,0.1879,1.937,0.1879,1.937
70,main,MAIN - simple inorganic materials,Au - Gold,Au,Au (Gold),"Experimental data: bulk, thick film",McPeak,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/Au/McPeak.yml,0,nk,141,141,0.3,1.7,0.3,1.7,0.3,1.7
71,main,MAIN - simple inorganic materials,Au - Gold,Au,Au (Gold),"Experimental data: bulk, thick film",Babar,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/Au/Babar.yml,0,nk,69,69,0.2066,12.4,0.2066,12.4,0.2066,12.4
72,main,MAIN - simple inorganic materials,Au - Gold,Au,Au (Gold),"Experimental data: bulk, thick film",Olmon-ev,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/Au/Olmon-ev.yml,0,nk,448,448,0.3,24.93,0.3,24.93,0.3,24.93
73,main,MAIN - simple inorganic materials,Au - Gold,Au,Au (Gold),"Experimental data: bulk, thick film",Olmon-sc,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/Au/Olmon-sc.yml,0,nk,448,448,0.3,24.93,0.3,24.93,0.3,24.93
74,main,MAIN - simple inorganic materials,Au - Gold,Au,Au (Gold),"Experimental data: bulk, thick film",Olmon-ts,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/Au/Olmon-ts.yml,0,nk,448,448,0.3,24.93,0.3,24.93,0.3,24.93
75,main,MAIN - simple inorganic materials,Au - Gold,Au,Au (Gold),"Experimental data: bulk, thick film",Werner,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/Au/Werner.yml,0,nk,150,150,0.017586,2.479684,0.017586,2.479684,0.017586,2.479684
76,main,MAIN - simple inorganic materials,Au - Gold,Au,Au (Gold),"Experimental data: bulk, thick film",Windt,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/Au/Windt.yml,0,nk,36,36,0.00236,0.12157,0.00236,0.12157,0.00236,0.12157
77,main,MAIN - simple inorganic materials,Au - Gold,Au,Au (Gold),"Experimental data: bulk, thick film",Ordal,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/Au/Ordal.yml,0,nk,52,52,0.667,286.0,0.667,286.0,0.667,286.0
78,main,MAIN - simple inorganic materials,Au - Gold,Au,Au (Gold),"Experimental data: bulk, thick film",Hagemann,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/Au/Hagemann.yml,0,nk,149,149,8.266e-06,248.0,8.266e-06,248.0,8.266e-06,248.0
79,main,MAIN - simple inorganic materials,Au - Gold,Au,Au (Gold),"Experimental data: bulk, thick film",Hagemann-2,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/Au/Hagemann-2.yml,0,nk,124,124,0.003542,0.8266,0.003542,0.8266,0.003542,0.8266
80,main,MAIN - simple inorganic materials,Au - Gold,Au,Au (Gold),Experimental data: thin film,Yakubovsky-25nm,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/Au/Yakubovsky-25nm.yml,0,nk,171,171,0.3,2.0,0.3,2.0,0.3,2.0
81,main,MAIN - simple inorganic materials,Au - Gold,Au,Au (Gold),Experimental data: thin film,Yakubovsky-53nm,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/Au/Yakubovsky-53nm.yml,0,nk,171,171,0.3,2.0,0.3,2.0,0.3,2.0
82,main,MAIN - simple inorganic materials,Au - Gold,Au,Au (Gold),Experimental data: thin film,Yakubovsky-117nm,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/Au/Yakubovsky-117nm.yml,0,nk,171,171,0.3,2.0,0.3,2.0,0.3,2.0
83,main,MAIN - simple inorganic materials,Au - Gold,Au,Au (Gold),Experimental data: thin film,Rosenblatt-11nm,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/Au/Rosenblatt-11nm.yml,0,nk,171,171,0.3,2.0,0.3,2.0,0.3,2.0
84,main,MAIN - simple inorganic materials,Au - Gold,Au,Au (Gold),Experimental data: thin film,Rosenblatt-21nm,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/Au/Rosenblatt-21nm.yml,0,nk,171,171,0.3,2.0,0.3,2.0,0.3,2.0
85,main,MAIN - simple inorganic materials,Au - Gold,Au,Au (Gold),Experimental data: thin film,Rosenblatt-44nm,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/Au/Rosenblatt-44nm.yml,0,nk,176,176,0.25,2.0,0.25,2.0,0.25,2.0
86,main,MAIN - simple inorganic materials,Au - Gold,Au,Au (Gold),Experimental data: thin film,Yakubovsky-4nm,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/Au/Yakubovsky-4nm.yml,0,nk,301,301,0.3,3.3,0.3,3.3,0.3,3.3
87,main,MAIN - simple inorganic materials,Au - Gold,Au,Au (Gold),Experimental data: thin film,Yakubovsky-6nm,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/Au/Yakubovsky-6nm.yml,0,nk,301,301,0.3,3.3,0.3,3.3,0.3,3.3
88,main,MAIN - simple inorganic materials,Au - Gold,Au,Au (Gold),Experimental data: thin film,Yakubovsky-9nm,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/Au/Yakubovsky-9nm.yml,0,nk,301,301,0.3,3.3,0.3,3.3,0.3,3.3
89,main,MAIN - simple inorganic materials,Au - Gold,Au,Au (Gold),Experimental data: thin film,Ciesielski,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/Au/Ciesielski.yml,0,nk,333,333,0.19077,20.912,0.19077,20.912,0.19077,20.912
90,main,MAIN - simple inorganic materials,Au - Gold,Au,Au (Gold),Experimental data: thin film,Ciesielski-Ge,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/Au/Ciesielski-Ge.yml,0,nk,333,333,0.19077,20.912,0.19077,20.912,0.19077,20.912
91,main,MAIN - simple inorganic materials,Au - Gold,Au,Au (Gold),Experimental data: thin film,Lemarchand-3.96nm,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/Au/Lemarchand-3.96nm.yml,0,nk,291,291,0.35,1.8,0.35,1.8,0.35,1.8
92,main,MAIN - simple inorganic materials,Au - Gold,Au,Au (Gold),Experimental data: thin film,Lemarchand-4.62nm,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/Au/Lemarchand-4.62nm.yml,0,nk,291,291,0.35,1.8,0.35,1.8,0.35,1.8
93,main,MAIN - simple inorganic materials,Au - Gold,Au,Au (Gold),Experimental data: thin film,Lemarchand-5.77nm,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/Au/Lemarchand-5.77nm.yml,0,nk,291,291,0.35,1.8,0.35,1.8,0.35,1.8
94,main,MAIN - simple inorganic materials,Au - Gold,Au,Au (Gold),Experimental data: thin film,Lemarchand-11.7nm,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/Au/Lemarchand-11.7nm.yml,0,nk,291,291,0.35,1.8,0.35,1.8,0.35,1.8
95,main,MAIN - simple inorganic materials,Au - Gold,Au,Au (Gold),Models and simulations,Rakic-BB,/home/per/prog/lumiary/inde/db/refractiveindex.info-database/database/data/main/Au/Rakic-BB.yml,0,nk,200,200,0.24797,6.1992,0.24797,6.1992,0.24797,6.1992
